"","study","treatment","therm1","therm2","therm3","therm4"
"3212",1,"No Contact",89,NA,NA,NA
"3213",1,"No Contact",50,NA,NA,NA
"3214",1,"No Contact",51,51,NA,NA
"3215",1,"No Contact",32,32,NA,NA
"3216",1,"No Contact",90,90,NA,NA
"3217",1,"No Contact",27,NA,NA,NA
"3218",1,"No Contact",100,100,NA,NA
"3219",1,"Same-Sex Marriage Script by Straight Canvasser",81,81,NA,NA
"3220",1,"Same-Sex Marriage Script by Straight Canvasser",91,91,NA,NA
"3221",1,"Same-Sex Marriage Script by Straight Canvasser",5,5,NA,NA
"3222",1,"Same-Sex Marriage Script by Straight Canvasser",31,31,NA,NA
"3223",1,"No Contact",65,65,NA,NA
"3224",1,"No Contact",71,71,NA,NA
"3225",1,"Same-Sex Marriage Script by Gay Canvasser",100,92,NA,NA
"3226",1,"Same-Sex Marriage Script by Gay Canvasser",16,16,NA,NA
"3227",1,"Same-Sex Marriage Script by Gay Canvasser",1,1,NA,NA
"3228",1,"Recycling Script by Straight Canvasser",95,98,NA,NA
"3229",1,"Same-Sex Marriage Script by Straight Canvasser",61,63,NA,NA
"3230",1,"Same-Sex Marriage Script by Gay Canvasser",95,95,NA,NA
"3231",1,"No Contact",50,50,NA,NA
"3232",1,"No Contact",50,NA,NA,NA
"3233",1,"No Contact",41,41,NA,NA
"3234",1,"No Contact",76,76,NA,NA
"3235",1,"Recycling Script by Straight Canvasser",54,54,NA,NA
"3236",1,"No Contact",59,59,NA,NA
"3237",1,"No Contact",40,40,NA,NA
"3238",1,"Same-Sex Marriage Script by Gay Canvasser",99,96,NA,NA
"3239",1,"Same-Sex Marriage Script by Gay Canvasser",95,100,NA,NA
"3240",1,"Same-Sex Marriage Script by Gay Canvasser",12,30,NA,NA
"3241",1,"Same-Sex Marriage Script by Gay Canvasser",55,58,NA,NA
"3242",1,"No Contact",51,51,NA,NA
"3243",1,"No Contact",30,NA,NA,NA
"3244",1,"No Contact",50,50,NA,NA
"3245",1,"No Contact",50,NA,NA,NA
"3246",1,"No Contact",2,2,NA,NA
"3247",1,"No Contact",41,41,NA,NA
"3248",1,"No Contact",97,97,NA,NA
"3249",1,"No Contact",91,91,NA,NA
"3250",1,"No Contact",50,48,NA,NA
"3251",1,"No Contact",20,20,NA,NA
"3252",1,"No Contact",100,100,NA,NA
"3253",1,"No Contact",40,40,NA,NA
"3254",1,"No Contact",74,74,NA,NA
"3255",1,"Same-Sex Marriage Script by Straight Canvasser",50,51,NA,NA
"3256",1,"Same-Sex Marriage Script by Straight Canvasser",1,NA,NA,NA
"3257",1,"No Contact",50,51,NA,NA
"3258",1,"No Contact",50,52,NA,NA
"3259",1,"No Contact",5,NA,NA,NA
"3260",1,"No Contact",70,70,NA,NA
"3261",1,"Same-Sex Marriage Script by Straight Canvasser",50,50,NA,NA
"3262",1,"Same-Sex Marriage Script by Straight Canvasser",1,1,NA,NA
"3263",1,"Same-Sex Marriage Script by Straight Canvasser",81,81,NA,NA
"3264",1,"Same-Sex Marriage Script by Gay Canvasser",88,88,NA,NA
"3265",1,"Same-Sex Marriage Script by Gay Canvasser",82,82,NA,NA
"3266",1,"No Contact",94,94,NA,NA
"3267",1,"No Contact",88,88,NA,NA
"3268",1,"No Contact",100,99,NA,NA
"3269",1,"No Contact",72,NA,NA,NA
"3270",1,"No Contact",69,69,NA,NA
"3271",1,"No Contact",69,69,NA,NA
"3272",1,"Recycling Script by Gay Canvasser",6,6,NA,NA
"3273",1,"Recycling Script by Gay Canvasser",40,40,NA,NA
"3274",1,"No Contact",48,48,NA,NA
"3275",1,"No Contact",50,51,NA,NA
"3276",1,"No Contact",59,59,NA,NA
"3277",1,"No Contact",50,50,NA,NA
"3278",1,"Recycling Script by Straight Canvasser",53,53,NA,NA
"3279",1,"Recycling Script by Straight Canvasser",50,NA,NA,NA
"3280",1,"No Contact",100,100,NA,NA
"3281",1,"No Contact",50,55,NA,NA
"3282",1,"No Contact",50,50,NA,NA
"3283",1,"Same-Sex Marriage Script by Straight Canvasser",94,94,NA,NA
"3284",1,"Same-Sex Marriage Script by Straight Canvasser",50,51,NA,NA
"3285",1,"Same-Sex Marriage Script by Straight Canvasser",26,26,NA,NA
"3286",1,"Same-Sex Marriage Script by Straight Canvasser",50,50,NA,NA
"3287",1,"Same-Sex Marriage Script by Straight Canvasser",11,11,NA,NA
"3288",1,"Same-Sex Marriage Script by Straight Canvasser",7,7,NA,NA
"3289",1,"Recycling Script by Straight Canvasser",22,22,NA,NA
"3290",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"3291",1,"Recycling Script by Straight Canvasser",22,22,NA,NA
"3292",1,"Recycling Script by Straight Canvasser",90,90,NA,NA
"3293",1,"Recycling Script by Straight Canvasser",25,25,NA,NA
"3294",1,"No Contact",50,42,NA,NA
"3295",1,"No Contact",10,10,NA,NA
"3296",1,"No Contact",25,25,NA,NA
"3297",1,"No Contact",50,NA,NA,NA
"3298",1,"No Contact",12,12,NA,NA
"3299",1,"No Contact",100,96,NA,NA
"3300",1,"No Contact",95,NA,NA,NA
"3301",1,"No Contact",50,NA,NA,NA
"3302",1,"No Contact",50,NA,NA,NA
"3303",1,"No Contact",51,51,NA,NA
"3304",1,"No Contact",69,69,NA,NA
"3305",1,"Recycling Script by Straight Canvasser",55,53,NA,NA
"3306",1,"No Contact",50,47,NA,NA
"3307",1,"No Contact",39,NA,NA,NA
"3308",1,"No Contact",42,NA,NA,NA
"3309",1,"No Contact",13,13,NA,NA
"3310",1,"No Contact",81,81,NA,NA
"3311",1,"Same-Sex Marriage Script by Gay Canvasser",60,60,NA,NA
"3312",1,"No Contact",53,53,NA,NA
"3313",1,"No Contact",3,3,NA,NA
"3314",1,"No Contact",100,100,NA,NA
"3315",1,"No Contact",40,40,NA,NA
"3316",1,"No Contact",95,95,NA,NA
"3317",1,"No Contact",50,45,NA,NA
"3318",1,"No Contact",59,59,NA,NA
"3319",1,"No Contact",1,1,NA,NA
"3320",1,"Same-Sex Marriage Script by Straight Canvasser",92,92,NA,NA
"3321",1,"Recycling Script by Straight Canvasser",50,47,NA,NA
"3322",1,"Recycling Script by Straight Canvasser",44,44,NA,NA
"3323",1,"Same-Sex Marriage Script by Straight Canvasser",4,4,NA,NA
"3324",1,"Same-Sex Marriage Script by Straight Canvasser",96,96,NA,NA
"3325",1,"No Contact",50,50,NA,NA
"3326",1,"No Contact",41,NA,NA,NA
"3327",1,"No Contact",89,89,NA,NA
"3328",1,"No Contact",60,60,NA,NA
"3329",1,"No Contact",100,NA,NA,NA
"3330",1,"No Contact",52,52,NA,NA
"3331",1,"No Contact",84,84,NA,NA
"3332",1,"No Contact",95,95,NA,NA
"3333",1,"No Contact",50,NA,NA,NA
"3334",1,"No Contact",80,80,NA,NA
"3335",1,"Same-Sex Marriage Script by Straight Canvasser",50,50,NA,NA
"3336",1,"Same-Sex Marriage Script by Straight Canvasser",86,86,NA,NA
"3337",1,"Same-Sex Marriage Script by Gay Canvasser",91,91,NA,NA
"3338",1,"Same-Sex Marriage Script by Gay Canvasser",1,1,NA,NA
"3339",1,"Same-Sex Marriage Script by Gay Canvasser",10,10,NA,NA
"3340",1,"Same-Sex Marriage Script by Gay Canvasser",40,40,NA,NA
"3341",1,"Same-Sex Marriage Script by Gay Canvasser",49,49,NA,NA
"3342",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"3343",1,"No Contact",89,89,NA,NA
"3344",1,"No Contact",100,95,NA,NA
"3345",1,"No Contact",85,85,NA,NA
"3346",1,"No Contact",78,78,NA,NA
"3347",1,"No Contact",91,NA,NA,NA
"3348",1,"No Contact",100,100,NA,NA
"3349",1,"No Contact",84,NA,NA,NA
"3350",1,"No Contact",4,4,NA,NA
"3351",1,"No Contact",50,44,NA,NA
"3352",1,"No Contact",41,41,NA,NA
"3353",1,"Recycling Script by Gay Canvasser",50,47,NA,NA
"3354",1,"Recycling Script by Gay Canvasser",59,NA,NA,NA
"3355",1,"Recycling Script by Gay Canvasser",16,13,NA,NA
"3356",1,"No Contact",89,NA,NA,NA
"3357",1,"No Contact",50,56,NA,NA
"3358",1,"Recycling Script by Straight Canvasser",72,72,NA,NA
"3359",1,"No Contact",5,5,NA,NA
"3360",1,"No Contact",51,51,NA,NA
"3361",1,"No Contact",94,94,NA,NA
"3362",1,"No Contact",100,98,NA,NA
"3363",1,"Same-Sex Marriage Script by Straight Canvasser",50,52,NA,NA
"3364",1,"Same-Sex Marriage Script by Straight Canvasser",43,43,NA,NA
"3365",1,"Same-Sex Marriage Script by Straight Canvasser",75,75,NA,NA
"3366",1,"Same-Sex Marriage Script by Straight Canvasser",100,NA,NA,NA
"3367",1,"Same-Sex Marriage Script by Gay Canvasser",50,52,NA,NA
"3368",1,"No Contact",47,47,NA,NA
"3369",1,"No Contact",63,63,NA,NA
"3370",1,"No Contact",95,95,NA,NA
"3371",1,"Same-Sex Marriage Script by Straight Canvasser",50,NA,NA,NA
"3372",1,"Same-Sex Marriage Script by Straight Canvasser",95,95,NA,NA
"3373",1,"Same-Sex Marriage Script by Straight Canvasser",51,51,NA,NA
"3374",1,"Same-Sex Marriage Script by Gay Canvasser",44,49,NA,NA
"3375",1,"No Contact",100,100,NA,NA
"3376",1,"No Contact",33,33,NA,NA
"3377",1,"Recycling Script by Straight Canvasser",79,79,NA,NA
"3378",1,"Recycling Script by Straight Canvasser",93,93,NA,NA
"3379",1,"Recycling Script by Straight Canvasser",31,31,NA,NA
"3380",1,"Same-Sex Marriage Script by Gay Canvasser",95,95,NA,NA
"3381",1,"No Contact",50,49,NA,NA
"3382",1,"No Contact",50,48,NA,NA
"3383",1,"Same-Sex Marriage Script by Straight Canvasser",50,49,NA,NA
"3384",1,"Same-Sex Marriage Script by Straight Canvasser",50,51,NA,NA
"3385",1,"Same-Sex Marriage Script by Straight Canvasser",77,79,NA,NA
"3386",1,"Same-Sex Marriage Script by Straight Canvasser",67,67,NA,NA
"3387",1,"No Contact",52,52,NA,NA
"3388",1,"No Contact",52,52,NA,NA
"3389",1,"No Contact",20,20,NA,NA
"3390",1,"No Contact",4,4,NA,NA
"3391",1,"Recycling Script by Gay Canvasser",32,32,NA,NA
"3392",1,"Recycling Script by Gay Canvasser",75,75,NA,NA
"3393",1,"Recycling Script by Gay Canvasser",50,44,NA,NA
"3394",1,"Recycling Script by Gay Canvasser",50,50,NA,NA
"3395",1,"Recycling Script by Gay Canvasser",98,NA,NA,NA
"3396",1,"No Contact",100,100,NA,NA
"3397",1,"No Contact",35,35,NA,NA
"3398",1,"No Contact",50,47,NA,NA
"3399",1,"No Contact",50,43,NA,NA
"3400",1,"Recycling Script by Straight Canvasser",66,66,NA,NA
"3401",1,"Recycling Script by Straight Canvasser",48,NA,NA,NA
"3402",1,"Recycling Script by Straight Canvasser",100,97,NA,NA
"3403",1,"No Contact",56,56,NA,NA
"3404",1,"No Contact",50,55,NA,NA
"3405",1,"No Contact",51,NA,NA,NA
"3406",1,"No Contact",34,34,NA,NA
"3407",1,"Recycling Script by Gay Canvasser",100,92,NA,NA
"3408",1,"No Contact",12,12,NA,NA
"3409",1,"No Contact",61,61,NA,NA
"3410",1,"Same-Sex Marriage Script by Gay Canvasser",3,16,NA,NA
"3411",1,"Same-Sex Marriage Script by Gay Canvasser",51,46,NA,NA
"3412",1,"No Contact",50,51,NA,NA
"3413",1,"No Contact",19,19,NA,NA
"3414",1,"No Contact",85,NA,NA,NA
"3415",1,"Same-Sex Marriage Script by Straight Canvasser",88,85,NA,NA
"3416",1,"Same-Sex Marriage Script by Straight Canvasser",49,55,NA,NA
"3417",1,"Same-Sex Marriage Script by Gay Canvasser",93,NA,NA,NA
"3418",1,"Same-Sex Marriage Script by Gay Canvasser",89,89,NA,NA
"3419",1,"Same-Sex Marriage Script by Gay Canvasser",40,NA,NA,NA
"3420",1,"Same-Sex Marriage Script by Gay Canvasser",10,10,NA,NA
"3421",1,"No Contact",42,42,NA,NA
"3422",1,"No Contact",1,1,NA,NA
"3423",1,"Recycling Script by Straight Canvasser",97,97,NA,NA
"3424",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"3425",1,"No Contact",80,80,NA,NA
"3426",1,"No Contact",91,91,NA,NA
"3427",1,"No Contact",3,3,NA,NA
"3428",1,"Same-Sex Marriage Script by Gay Canvasser",92,NA,NA,NA
"3429",1,"No Contact",90,90,NA,NA
"3430",1,"No Contact",50,NA,NA,NA
"3431",1,"No Contact",80,80,NA,NA
"3432",1,"No Contact",34,34,NA,NA
"3433",1,"No Contact",99,99,NA,NA
"3434",1,"No Contact",61,61,NA,NA
"3435",1,"Same-Sex Marriage Script by Straight Canvasser",63,63,NA,NA
"3436",1,"Recycling Script by Gay Canvasser",1,6,NA,NA
"3437",1,"Recycling Script by Gay Canvasser",94,94,NA,NA
"3438",1,"Recycling Script by Straight Canvasser",42,42,NA,NA
"3439",1,"No Contact",62,62,NA,NA
"3440",1,"No Contact",75,75,NA,NA
"3441",1,"No Contact",100,NA,NA,NA
"3442",1,"No Contact",86,86,NA,NA
"3443",1,"No Contact",33,33,NA,NA
"3444",1,"No Contact",50,51,NA,NA
"3445",1,"Same-Sex Marriage Script by Straight Canvasser",100,NA,NA,NA
"3446",1,"Recycling Script by Gay Canvasser",95,95,NA,NA
"3447",1,"Recycling Script by Gay Canvasser",6,6,NA,NA
"3448",1,"Recycling Script by Gay Canvasser",50,59,NA,NA
"3449",1,"Same-Sex Marriage Script by Straight Canvasser",97,97,NA,NA
"3450",1,"Same-Sex Marriage Script by Gay Canvasser",91,91,NA,NA
"3451",1,"Same-Sex Marriage Script by Gay Canvasser",40,40,NA,NA
"3452",1,"No Contact",13,13,NA,NA
"3453",1,"No Contact",50,43,NA,NA
"3454",1,"No Contact",84,84,NA,NA
"3455",1,"No Contact",97,97,NA,NA
"3456",1,"Recycling Script by Gay Canvasser",90,90,NA,NA
"3457",1,"Recycling Script by Gay Canvasser",71,NA,NA,NA
"3458",1,"No Contact",90,90,NA,NA
"3459",1,"No Contact",100,97,NA,NA
"3460",1,"No Contact",90,90,NA,NA
"3461",1,"Recycling Script by Gay Canvasser",95,91,NA,NA
"3462",1,"Recycling Script by Gay Canvasser",2,2,NA,NA
"3463",1,"No Contact",38,38,NA,NA
"3464",1,"No Contact",90,90,NA,NA
"3465",1,"Recycling Script by Gay Canvasser",52,52,NA,NA
"3466",1,"Same-Sex Marriage Script by Gay Canvasser",94,100,NA,NA
"3467",1,"Same-Sex Marriage Script by Gay Canvasser",12,7,NA,NA
"3468",1,"No Contact",71,71,NA,NA
"3469",1,"No Contact",54,54,NA,NA
"3470",1,"No Contact",50,50,NA,NA
"3471",1,"No Contact",1,1,NA,NA
"3472",1,"No Contact",28,28,NA,NA
"3473",1,"No Contact",93,93,NA,NA
"3474",1,"Recycling Script by Gay Canvasser",70,72,NA,NA
"3475",1,"Recycling Script by Gay Canvasser",93,93,NA,NA
"3476",1,"No Contact",51,51,NA,NA
"3477",1,"Same-Sex Marriage Script by Gay Canvasser",76,76,NA,NA
"3478",1,"Same-Sex Marriage Script by Gay Canvasser",67,67,NA,NA
"3479",1,"No Contact",80,80,NA,NA
"3480",1,"No Contact",51,51,NA,NA
"3481",1,"No Contact",50,55,NA,NA
"3482",1,"No Contact",50,48,NA,NA
"3483",1,"No Contact",50,46,NA,NA
"3484",1,"No Contact",7,NA,NA,NA
"3485",1,"Same-Sex Marriage Script by Straight Canvasser",50,56,NA,NA
"3486",1,"Same-Sex Marriage Script by Straight Canvasser",75,75,NA,NA
"3487",1,"No Contact",82,82,NA,NA
"3488",1,"No Contact",100,100,NA,NA
"3489",1,"Recycling Script by Gay Canvasser",50,48,NA,NA
"3490",1,"Recycling Script by Gay Canvasser",95,95,NA,NA
"3491",1,"Recycling Script by Straight Canvasser",72,64,NA,NA
"3492",1,"No Contact",91,91,NA,NA
"3493",1,"Same-Sex Marriage Script by Gay Canvasser",50,47,NA,NA
"3494",1,"Same-Sex Marriage Script by Straight Canvasser",100,98,NA,NA
"3495",1,"Same-Sex Marriage Script by Gay Canvasser",51,55,NA,NA
"3496",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"3497",1,"No Contact",2,2,NA,NA
"3498",1,"No Contact",6,6,NA,NA
"3499",1,"No Contact",19,19,NA,NA
"3500",1,"No Contact",10,10,NA,NA
"3501",1,"No Contact",11,11,NA,NA
"3502",1,"Recycling Script by Straight Canvasser",50,43,NA,NA
"3503",1,"Same-Sex Marriage Script by Gay Canvasser",51,51,NA,NA
"3504",1,"No Contact",50,50,NA,NA
"3505",1,"No Contact",19,19,NA,NA
"3506",1,"No Contact",51,51,NA,NA
"3507",1,"No Contact",50,45,NA,NA
"3508",1,"No Contact",89,89,NA,NA
"3509",1,"Same-Sex Marriage Script by Gay Canvasser",50,56,NA,NA
"3510",1,"Same-Sex Marriage Script by Gay Canvasser",50,45,NA,NA
"3511",1,"Same-Sex Marriage Script by Gay Canvasser",51,51,NA,NA
"3512",1,"No Contact",52,52,NA,NA
"3513",1,"No Contact",52,52,NA,NA
"3514",1,"Recycling Script by Gay Canvasser",50,50,NA,NA
"3515",1,"Recycling Script by Gay Canvasser",95,95,NA,NA
"3516",1,"No Contact",97,97,NA,NA
"3517",1,"No Contact",50,49,NA,NA
"3518",1,"No Contact",4,4,NA,NA
"3519",1,"Same-Sex Marriage Script by Straight Canvasser",38,40,NA,NA
"3520",1,"Same-Sex Marriage Script by Straight Canvasser",69,68,NA,NA
"3521",1,"Same-Sex Marriage Script by Straight Canvasser",4,0,NA,NA
"3522",1,"Recycling Script by Straight Canvasser",12,12,NA,NA
"3523",1,"Recycling Script by Straight Canvasser",50,NA,NA,NA
"3524",1,"Recycling Script by Straight Canvasser",50,55,NA,NA
"3525",1,"Recycling Script by Straight Canvasser",1,1,NA,NA
"3526",1,"Recycling Script by Straight Canvasser",69,69,NA,NA
"3527",1,"Recycling Script by Straight Canvasser",53,53,NA,NA
"3528",1,"Same-Sex Marriage Script by Gay Canvasser",90,90,NA,NA
"3529",1,"Same-Sex Marriage Script by Straight Canvasser",60,61,NA,NA
"3530",1,"Same-Sex Marriage Script by Straight Canvasser",70,67,NA,NA
"3531",1,"Same-Sex Marriage Script by Gay Canvasser",50,52,NA,NA
"3532",1,"No Contact",100,NA,NA,NA
"3533",1,"Recycling Script by Gay Canvasser",50,45,NA,NA
"3534",1,"No Contact",3,3,NA,NA
"3535",1,"No Contact",92,92,NA,NA
"3536",1,"No Contact",91,91,NA,NA
"3537",1,"No Contact",72,NA,NA,NA
"3538",1,"Recycling Script by Gay Canvasser",22,22,NA,NA
"3539",1,"No Contact",50,57,NA,NA
"3540",1,"No Contact",88,88,NA,NA
"3541",1,"No Contact",100,95,NA,NA
"3542",1,"Same-Sex Marriage Script by Gay Canvasser",50,55,NA,NA
"3543",1,"Same-Sex Marriage Script by Gay Canvasser",50,54,NA,NA
"3544",1,"Same-Sex Marriage Script by Gay Canvasser",50,55,NA,NA
"3545",1,"Same-Sex Marriage Script by Gay Canvasser",54,51,NA,NA
"3546",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"3547",1,"Same-Sex Marriage Script by Gay Canvasser",96,100,NA,NA
"3548",1,"Same-Sex Marriage Script by Straight Canvasser",12,13,NA,NA
"3549",1,"Same-Sex Marriage Script by Straight Canvasser",50,55,NA,NA
"3550",1,"Same-Sex Marriage Script by Gay Canvasser",50,53,NA,NA
"3551",1,"No Contact",50,47,NA,NA
"3552",1,"No Contact",100,100,NA,NA
"3553",1,"No Contact",42,42,NA,NA
"3554",1,"No Contact",75,75,NA,NA
"3555",1,"No Contact",87,87,NA,NA
"3556",1,"No Contact",67,NA,NA,NA
"3557",1,"No Contact",50,47,NA,NA
"3558",1,"No Contact",28,28,NA,NA
"3559",1,"No Contact",100,100,NA,NA
"3560",1,"Same-Sex Marriage Script by Gay Canvasser",50,46,NA,NA
"3561",1,"Same-Sex Marriage Script by Gay Canvasser",31,41,NA,NA
"3562",1,"Same-Sex Marriage Script by Gay Canvasser",96,96,NA,NA
"3563",1,"Same-Sex Marriage Script by Gay Canvasser",50,52,NA,NA
"3564",1,"Same-Sex Marriage Script by Gay Canvasser",11,11,NA,NA
"3565",1,"No Contact",100,100,NA,NA
"3566",1,"No Contact",95,95,NA,NA
"3567",1,"Same-Sex Marriage Script by Straight Canvasser",71,71,NA,NA
"3568",1,"Same-Sex Marriage Script by Straight Canvasser",50,47,NA,NA
"3569",1,"No Contact",50,46,NA,NA
"3570",1,"No Contact",90,90,NA,NA
"3571",1,"Recycling Script by Gay Canvasser",50,46,NA,NA
"3572",1,"Recycling Script by Gay Canvasser",100,NA,NA,NA
"3573",1,"Recycling Script by Gay Canvasser",91,92,NA,NA
"3574",1,"Recycling Script by Gay Canvasser",50,51,NA,NA
"3575",1,"Same-Sex Marriage Script by Straight Canvasser",50,55,NA,NA
"3576",1,"Same-Sex Marriage Script by Gay Canvasser",66,66,NA,NA
"3577",1,"Recycling Script by Gay Canvasser",7,7,NA,NA
"3578",1,"Same-Sex Marriage Script by Straight Canvasser",44,44,NA,NA
"3579",1,"Same-Sex Marriage Script by Straight Canvasser",50,NA,NA,NA
"3580",1,"Recycling Script by Straight Canvasser",80,80,NA,NA
"3581",1,"Same-Sex Marriage Script by Straight Canvasser",54,58,NA,NA
"3582",1,"No Contact",100,96,NA,NA
"3583",1,"No Contact",100,100,NA,NA
"3584",1,"No Contact",36,36,NA,NA
"3585",1,"No Contact",88,88,NA,NA
"3586",1,"Recycling Script by Gay Canvasser",50,53,NA,NA
"3587",1,"Same-Sex Marriage Script by Gay Canvasser",5,5,NA,NA
"3588",1,"Same-Sex Marriage Script by Gay Canvasser",69,72,NA,NA
"3589",1,"No Contact",49,49,NA,NA
"3590",1,"No Contact",31,31,NA,NA
"3591",1,"Same-Sex Marriage Script by Gay Canvasser",50,NA,NA,NA
"3592",1,"Same-Sex Marriage Script by Gay Canvasser",61,NA,NA,NA
"3593",1,"Same-Sex Marriage Script by Gay Canvasser",50,54,NA,NA
"3594",1,"Same-Sex Marriage Script by Gay Canvasser",100,97,NA,NA
"3595",1,"No Contact",85,85,NA,NA
"3596",1,"No Contact",75,75,NA,NA
"3597",1,"No Contact",100,100,NA,NA
"3598",1,"No Contact",82,82,NA,NA
"3599",1,"No Contact",64,64,NA,NA
"3600",1,"No Contact",2,2,NA,NA
"3601",1,"No Contact",4,NA,NA,NA
"3602",1,"No Contact",3,3,NA,NA
"3603",1,"Same-Sex Marriage Script by Straight Canvasser",98,98,NA,NA
"3604",1,"Same-Sex Marriage Script by Straight Canvasser",94,94,NA,NA
"3605",1,"No Contact",50,50,NA,NA
"3606",1,"No Contact",40,40,NA,NA
"3607",1,"No Contact",71,NA,NA,NA
"3608",1,"Recycling Script by Gay Canvasser",45,45,NA,NA
"3609",1,"Recycling Script by Gay Canvasser",60,60,NA,NA
"3610",1,"Recycling Script by Gay Canvasser",19,19,NA,NA
"3611",1,"No Contact",50,53,NA,NA
"3612",1,"No Contact",70,70,NA,NA
"3613",1,"No Contact",100,94,NA,NA
"3614",1,"Same-Sex Marriage Script by Gay Canvasser",56,56,NA,NA
"3615",1,"Same-Sex Marriage Script by Gay Canvasser",100,95,NA,NA
"3616",1,"Same-Sex Marriage Script by Gay Canvasser",100,97,NA,NA
"3617",1,"Same-Sex Marriage Script by Straight Canvasser",29,27,NA,NA
"3618",1,"Same-Sex Marriage Script by Straight Canvasser",50,60,NA,NA
"3619",1,"No Contact",51,51,NA,NA
"3620",1,"No Contact",6,6,NA,NA
"3621",1,"No Contact",77,77,NA,NA
"3622",1,"No Contact",90,90,NA,NA
"3623",1,"No Contact",72,72,NA,NA
"3624",1,"Same-Sex Marriage Script by Straight Canvasser",50,53,NA,NA
"3625",1,"Recycling Script by Straight Canvasser",50,46,NA,NA
"3626",1,"Recycling Script by Straight Canvasser",91,91,NA,NA
"3627",1,"Recycling Script by Straight Canvasser",61,61,NA,NA
"3628",1,"Recycling Script by Straight Canvasser",86,86,NA,NA
"3629",1,"Same-Sex Marriage Script by Straight Canvasser",78,78,NA,NA
"3630",1,"Same-Sex Marriage Script by Straight Canvasser",4,4,NA,NA
"3631",1,"Same-Sex Marriage Script by Straight Canvasser",79,79,NA,NA
"3632",1,"No Contact",100,100,NA,NA
"3633",1,"No Contact",66,66,NA,NA
"3634",1,"No Contact",56,56,NA,NA
"3635",1,"Recycling Script by Gay Canvasser",63,63,NA,NA
"3636",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"3637",1,"No Contact",50,53,NA,NA
"3638",1,"No Contact",81,81,NA,NA
"3639",1,"No Contact",60,60,NA,NA
"3640",1,"Recycling Script by Gay Canvasser",50,45,NA,NA
"3641",1,"Recycling Script by Gay Canvasser",75,75,NA,NA
"3642",1,"No Contact",50,40,NA,NA
"3643",1,"No Contact",60,60,NA,NA
"3644",1,"Recycling Script by Gay Canvasser",53,53,NA,NA
"3645",1,"Recycling Script by Gay Canvasser",61,61,NA,NA
"3646",1,"Recycling Script by Gay Canvasser",91,91,NA,NA
"3647",1,"Same-Sex Marriage Script by Straight Canvasser",50,46,NA,NA
"3648",1,"No Contact",52,NA,NA,NA
"3649",1,"No Contact",30,30,NA,NA
"3650",1,"No Contact",43,43,NA,NA
"3651",1,"Same-Sex Marriage Script by Straight Canvasser",19,19,NA,NA
"3652",1,"Same-Sex Marriage Script by Straight Canvasser",2,2,NA,NA
"3653",1,"No Contact",55,55,NA,NA
"3654",1,"Recycling Script by Gay Canvasser",68,68,NA,NA
"3655",1,"Recycling Script by Gay Canvasser",64,64,NA,NA
"3656",1,"No Contact",50,NA,NA,NA
"3657",1,"No Contact",50,51,NA,NA
"3658",1,"Same-Sex Marriage Script by Gay Canvasser",51,51,NA,NA
"3659",1,"Same-Sex Marriage Script by Gay Canvasser",63,63,NA,NA
"3660",1,"Recycling Script by Gay Canvasser",1,NA,NA,NA
