"","PWGTP","SEX","AGEP","CIT","COW","ENG","FER","JWMNP","LANX","MAR","SCHL","WAGP","ESR","WKHP","WRK","NATIVITY","PINCP","ENG_c","CIT_c","Work_Class","FER_c","SEX_c","AGE_C"
"654",30,2,77,1,NA,1,NA,NA,1,3,"01",0,6,NA,2,1,16800,"Very Well","Born in US",NA,NA,"Female","over 75"
"655",42,2,38,1,2,NA,1,30,2,3,"20",36700,1,40,1,1,36700,NA,"Born in US","Private","Yes","Female","31-64"
"656",33,1,6,1,NA,NA,NA,NA,2,5,"03",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"657",46,2,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"658",46,2,0,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"659",216,1,66,4,1,2,NA,NA,1,1,"16",72000,2,40,1,2,72010,"Well","US Citizen by Naturalization","Private",NA,"Male","65-75"
"660",258,2,56,4,NA,2,NA,NA,1,1,"16",0,6,NA,2,2,3610,"Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"661",258,1,23,1,1,1,NA,NA,1,5,"19",40000,2,40,1,1,40020,"Very Well","Born in US","Private",NA,"Male","19-30"
"662",259,2,20,1,NA,1,2,NA,1,5,"19",0,6,NA,2,1,0,"Very Well","Born in US",NA,"No","Female","19-30"
"663",215,1,16,1,NA,1,NA,NA,1,5,"12",0,6,NA,2,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"664",38,1,79,1,1,NA,NA,NA,2,3,"18",10000,6,25,2,1,23700,NA,"Born in US","Private",NA,"Male","over 75"
"665",122,1,35,5,1,2,NA,15,1,1,"12",45000,1,40,1,2,45010,"Well","Not a citizen of the US","Private",NA,"Male","31-64"
"666",103,2,30,5,NA,1,2,NA,1,1,"16",0,6,NA,2,2,2400,"Very Well","Not a citizen of the US",NA,"No","Female","19-30"
"667",136,1,10,1,NA,1,NA,NA,1,5,"06",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"668",124,2,7,1,NA,1,NA,NA,1,5,"03",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"669",73,2,61,1,1,NA,NA,12,2,3,"16",87000,1,60,1,1,87000,NA,"Born in US","Private",NA,"Female","31-64"
"670",50,1,72,4,6,1,NA,NA,1,2,"22",0,6,NA,2,2,51500,"Very Well","US Citizen by Naturalization","Self-Employed",NA,"Male","65-75"
"671",54,2,74,1,3,NA,NA,NA,2,5,"21",0,6,NA,2,1,133400,NA,"Born in US","Government",NA,"Female","65-75"
"672",59,2,58,4,6,1,NA,15,1,3,"20",300,1,40,1,2,48600,"Very Well","US Citizen by Naturalization","Self-Employed",NA,"Female","31-64"
"673",49,2,17,1,NA,NA,2,NA,2,5,"14",0,6,NA,2,1,0,NA,"Born in US",NA,"No","Female","14-18"
"674",184,2,40,4,6,1,2,NA,1,1,"22",10000,2,40,1,2,46020,"Very Well","US Citizen by Naturalization","Self-Employed","No","Female","31-64"
"675",193,1,37,5,6,1,NA,NA,1,1,"21",0,2,40,1,2,80020,"Very Well","Not a citizen of the US","Self-Employed",NA,"Male","31-64"
"676",177,2,4,1,NA,NA,NA,NA,NA,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"677",176,2,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"678",81,1,33,1,1,NA,NA,40,2,5,"21",60000,1,50,1,1,60000,NA,"Born in US","Private",NA,"Male","31-64"
"679",83,1,69,4,NA,2,NA,NA,1,1,"16",0,6,NA,2,2,15000,"Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"680",90,2,57,4,1,2,NA,30,1,1,"16",40000,1,40,1,2,40000,"Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"681",100,2,36,5,1,2,2,30,1,5,"16",32000,1,40,1,2,32000,"Well","Not a citizen of the US","Private","No","Female","31-64"
"682",92,1,94,1,NA,NA,NA,NA,2,3,"14",0,6,NA,NA,1,36000,NA,"Born in US",NA,NA,"Male","over 75"
"683",223,2,37,1,1,1,2,NA,1,5,"19",55000,2,40,1,1,55020,"Very Well","Born in US","Private","No","Female","31-64"
"684",388,1,32,1,1,1,NA,NA,1,5,"16",48000,2,40,1,1,48010,"Very Well","Born in US","Private",NA,"Male","31-64"
"685",314,1,25,1,1,1,NA,20,1,5,"16",38000,1,40,1,1,38010,"Very Well","Born in US","Private",NA,"Male","19-30"
"686",193,1,17,1,NA,1,NA,NA,1,5,"14",0,6,NA,2,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"687",240,1,13,1,NA,1,NA,NA,1,5,"09",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"688",120,2,77,1,2,NA,NA,NA,2,1,"21",0,6,NA,2,1,10400,NA,"Born in US","Private",NA,"Female","over 75"
"689",93,1,77,1,NA,NA,NA,NA,2,1,"21",0,6,NA,NA,1,6700,NA,"Born in US",NA,NA,"Male","over 75"
"690",58,2,86,1,NA,NA,NA,NA,2,1,"16",0,6,NA,2,1,8100,NA,"Born in US",NA,NA,"Female","over 75"
"691",46,1,86,1,NA,NA,NA,NA,2,1,"16",0,6,NA,NA,1,39500,NA,"Born in US",NA,NA,"Male","over 75"
"692",252,1,56,1,1,NA,NA,NA,2,1,"16",88000,2,40,1,1,88050,NA,"Born in US","Private",NA,"Male","31-64"
"693",264,2,50,1,1,NA,2,10,2,1,"19",90000,1,40,1,1,90300,NA,"Born in US","Private","No","Female","31-64"
"694",277,1,21,1,1,NA,NA,NA,2,5,"21",60000,2,30,1,1,60100,NA,"Born in US","Private",NA,"Male","19-30"
"695",50,1,82,4,NA,3,NA,NA,1,1,"16",0,6,NA,2,2,27600,"Not Well","US Citizen by Naturalization",NA,NA,"Male","over 75"
"696",49,2,74,4,NA,3,NA,NA,1,1,"16",0,6,NA,2,2,4100,"Not Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"697",43,1,80,1,NA,NA,NA,NA,2,1,"19",0,6,NA,2,1,217400,NA,"Born in US",NA,NA,"Male","over 75"
"698",39,2,75,1,NA,NA,NA,NA,2,1,"16",0,6,NA,2,1,26700,NA,"Born in US",NA,NA,"Female","65-75"
"699",80,1,30,1,1,NA,NA,40,2,5,"19",36000,1,40,1,1,36000,NA,"Born in US","Private",NA,"Male","19-30"
"700",81,1,67,1,1,1,NA,NA,1,1,"21",0,6,NA,2,1,38600,"Very Well","Born in US","Private",NA,"Male","65-75"
"701",61,2,65,4,NA,2,NA,NA,1,1,"16",0,6,NA,2,2,0,"Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"702",135,1,30,1,1,1,NA,25,1,5,"22",92000,1,40,1,1,95000,"Very Well","Born in US","Private",NA,"Male","19-30"
"703",69,1,49,1,2,NA,NA,20,2,1,"16",80000,1,40,1,1,80000,NA,"Born in US","Private",NA,"Male","31-64"
"704",73,2,48,1,2,NA,2,NA,2,1,"16",0,6,NA,2,1,0,NA,"Born in US","Private","No","Female","31-64"
"705",65,2,21,1,1,NA,2,NA,2,5,"16",0,6,NA,2,1,0,NA,"Born in US","Private","No","Female","19-30"
"706",58,1,19,1,NA,NA,NA,NA,2,5,"16",0,6,NA,2,1,0,NA,"Born in US",NA,NA,"Male","19-30"
"707",58,1,66,4,1,2,NA,40,1,1,"19",48000,1,40,1,2,68800,"Well","US Citizen by Naturalization","Private",NA,"Male","65-75"
"708",64,2,64,4,1,2,NA,NA,1,1,"16",0,6,NA,2,2,14400,"Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"709",87,2,32,1,1,NA,2,60,2,5,"20",42700,1,24,1,1,42700,NA,"Born in US","Private","No","Female","31-64"
"710",68,2,4,1,NA,NA,NA,NA,NA,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"711",100,1,36,1,1,NA,NA,60,2,1,"20",79000,1,24,1,1,79000,NA,"Born in US","Private",NA,"Male","31-64"
"712",99,1,27,5,1,1,NA,60,1,1,"19",63000,1,50,1,2,63000,"Very Well","Not a citizen of the US","Private",NA,"Male","19-30"
"713",102,1,26,4,1,1,NA,60,1,1,"21",48000,1,32,1,2,48000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","19-30"
"714",48,1,27,1,1,NA,NA,60,2,1,"21",110000,1,50,1,1,143600,NA,"Born in US","Private",NA,"Male","19-30"
"715",62,2,26,1,1,NA,2,60,2,1,"21",48500,1,40,1,1,48500,NA,"Born in US","Private","No","Female","19-30"
"716",57,1,71,1,NA,NA,NA,NA,2,3,"20",0,6,NA,2,1,49300,NA,"Born in US",NA,NA,"Male","65-75"
"717",117,2,35,1,1,NA,2,30,2,1,"21",130000,1,40,1,1,130000,NA,"Born in US","Private","No","Female","31-64"
"718",108,1,36,1,1,NA,NA,60,2,1,"21",90000,1,40,1,1,90000,NA,"Born in US","Private",NA,"Male","31-64"
"719",172,2,6,1,NA,2,NA,NA,1,5,"03",NA,NA,NA,NA,1,NA,"Well","Born in US",NA,NA,"Female","6-13"
"720",173,2,6,1,NA,2,NA,NA,1,5,"03",NA,NA,NA,NA,1,NA,"Well","Born in US",NA,NA,"Female","6-13"
"721",139,2,37,1,1,NA,2,NA,2,5,"16",10000,2,14,1,1,13600,NA,"Born in US","Private","No","Female","31-64"
"722",195,2,9,1,NA,NA,NA,NA,2,5,"06",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"723",36,2,59,5,1,1,NA,30,1,1,"21",3500,1,40,1,2,3500,"Very Well","Not a citizen of the US","Private",NA,"Female","31-64"
"724",50,2,33,1,1,1,2,NA,1,5,"21",80000,1,40,1,1,80000,"Very Well","Born in US","Private","No","Female","31-64"
"725",41,1,24,1,1,1,NA,20,1,1,"21",8500,1,40,1,1,8500,"Very Well","Born in US","Private",NA,"Male","19-30"
"726",39,2,24,5,1,1,2,10,1,1,"21",16000,1,40,1,2,16000,"Very Well","Not a citizen of the US","Private","No","Female","19-30"
"727",163,2,37,5,1,2,2,60,1,1,"09",20800,1,40,1,2,20800,"Well","Not a citizen of the US","Private","No","Female","31-64"
"728",171,1,58,4,1,2,NA,10,1,1,"18",14000,1,20,1,2,14000,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"729",127,1,14,1,NA,1,NA,NA,1,5,"10",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","14-18"
"730",166,2,13,1,NA,1,NA,NA,1,5,"09",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"731",127,1,10,1,NA,1,NA,NA,1,5,"07",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"732",64,1,53,4,1,2,NA,15,1,1,"01",53000,1,45,1,2,55800,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"733",70,2,48,5,NA,2,2,NA,1,1,"12",0,6,NA,2,2,0,"Well","Not a citizen of the US",NA,"No","Female","31-64"
"734",101,1,27,1,1,1,NA,10,1,5,"20",6700,1,20,1,1,6700,"Very Well","Born in US","Private",NA,"Male","19-30"
"735",79,2,20,1,1,1,2,30,1,5,"19",14200,1,30,1,1,14200,"Very Well","Born in US","Private","No","Female","19-30"
"736",59,2,43,1,6,NA,2,40,2,1,"19",0,1,10,1,1,13400,NA,"Born in US","Self-Employed","No","Female","31-64"
"737",52,1,43,1,1,NA,NA,20,2,1,"20",127000,1,40,1,1,127000,NA,"Born in US","Private",NA,"Male","31-64"
"738",54,2,6,1,NA,NA,NA,NA,2,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"739",59,2,68,4,1,3,NA,NA,1,4,"09",0,6,NA,2,2,14400,"Not Well","US Citizen by Naturalization","Private",NA,"Female","65-75"
"740",49,2,67,4,1,2,NA,15,1,2,"19",24000,1,40,1,2,49000,"Well","US Citizen by Naturalization","Private",NA,"Female","65-75"
"741",94,2,28,1,3,NA,2,NA,2,5,"20",0,6,NA,2,1,0,NA,"Born in US","Government","No","Female","19-30"
"742",80,1,40,1,1,NA,NA,60,2,5,"21",250000,1,50,1,1,265000,NA,"Born in US","Private",NA,"Male","31-64"
"743",22,1,81,4,NA,1,NA,NA,1,1,"24",0,6,NA,2,2,56400,"Very Well","US Citizen by Naturalization",NA,NA,"Male","over 75"
"744",27,2,82,4,NA,1,NA,NA,1,1,"21",0,6,NA,2,2,11300,"Very Well","US Citizen by Naturalization",NA,NA,"Female","over 75"
"745",37,1,73,4,1,2,NA,60,1,1,"21",1e+05,1,32,1,2,135300,"Well","US Citizen by Naturalization","Private",NA,"Male","65-75"
"746",26,2,70,4,NA,2,NA,NA,1,1,"21",0,6,NA,2,2,8000,"Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"747",57,1,37,1,1,NA,NA,30,2,5,"21",30000,1,40,1,1,30000,NA,"Born in US","Private",NA,"Male","31-64"
"748",59,2,33,1,1,NA,2,NA,2,5,"19",29400,3,40,NA,1,29400,NA,"Born in US","Private","No","Female","31-64"
"749",70,1,35,1,7,NA,NA,30,2,5,"16",40000,1,50,1,1,70000,NA,"Born in US","Self-Employed",NA,"Male","31-64"
"750",79,1,31,4,1,3,NA,10,1,5,"18",59000,1,40,1,2,59000,"Not Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"751",87,1,0,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"752",99,1,50,1,1,2,NA,NA,1,1,"16",45000,2,40,1,1,45010,"Well","Born in US","Private",NA,"Male","31-64"
"753",108,2,45,1,1,2,2,NA,1,1,"16",36000,2,40,1,1,36010,"Well","Born in US","Private","No","Female","31-64"
"754",89,2,19,1,1,1,2,15,1,5,"16",40000,1,40,1,1,37700,"Very Well","Born in US","Private","No","Female","19-30"
"755",91,2,15,1,NA,1,2,NA,1,5,"11",0,NA,NA,NA,1,0,"Very Well","Born in US",NA,"No","Female","14-18"
"756",79,1,36,4,6,1,NA,50,1,3,"19",0,1,24,1,2,28000,"Very Well","US Citizen by Naturalization","Self-Employed",NA,"Male","31-64"
"757",38,1,43,3,5,NA,NA,30,2,1,"16",39000,4,80,1,1,39000,NA,"Born Abroad by American Parent","Government",NA,"Male","31-64"
"758",32,2,4,3,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born Abroad by American Parent",NA,NA,"Female","5 and under"
"759",46,2,77,4,NA,2,NA,NA,1,3,"01",0,6,NA,2,2,15000,"Well","US Citizen by Naturalization",NA,NA,"Female","over 75"
"760",114,2,37,1,1,NA,1,20,2,1,"22",50000,1,40,1,1,50000,NA,"Born in US","Private","Yes","Female","31-64"
"761",119,1,36,4,1,1,NA,40,1,1,"21",107000,1,40,1,2,107000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"762",99,1,3,1,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"763",99,1,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"764",58,2,47,1,NA,NA,2,NA,2,3,"19",0,6,NA,2,1,0,NA,"Born in US",NA,"No","Female","31-64"
"765",137,1,46,4,6,2,NA,7,1,1,"01",0,1,30,1,2,5000,"Well","US Citizen by Naturalization","Self-Employed",NA,"Male","31-64"
"766",154,2,49,5,1,4,2,10,1,1,"01",60000,1,32,NA,2,60000,"Not at all","Not a citizen of the US","Private","No","Female","31-64"
"767",148,2,23,1,1,1,2,17,1,5,"21",10000,1,40,NA,1,10000,"Very Well","Born in US","Private","No","Female","19-30"
"768",148,2,21,1,1,1,2,141,1,5,"19",33000,1,39,NA,1,33340,"Very Well","Born in US","Private","No","Female","19-30"
"769",173,2,19,1,NA,1,2,NA,1,5,"18",0,6,NA,NA,1,0,"Very Well","Born in US",NA,"No","Female","19-30"
"770",93,1,17,1,NA,1,NA,NA,1,5,"14",0,6,NA,NA,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"771",93,1,15,1,NA,1,NA,NA,1,5,"12",0,NA,NA,NA,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"772",101,2,12,1,NA,1,NA,NA,1,5,"09",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"773",105,1,12,1,NA,1,NA,NA,1,5,"10",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"774",101,2,7,1,NA,1,NA,NA,1,5,"07",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"775",139,1,79,4,NA,2,NA,NA,1,2,"16",0,6,NA,NA,2,10830,"Well","US Citizen by Naturalization",NA,NA,"Male","over 75"
"776",107,2,46,5,1,2,2,50,1,2,"16",19200,1,45,1,2,19200,"Well","Not a citizen of the US","Private","No","Female","31-64"
"777",148,1,28,5,1,1,NA,15,1,1,"16",16000,1,40,1,2,16000,"Very Well","Not a citizen of the US","Private",NA,"Male","19-30"
"778",112,1,23,5,1,1,NA,15,1,5,"16",16000,1,40,1,2,16000,"Very Well","Not a citizen of the US","Private",NA,"Male","19-30"
"779",110,2,14,1,NA,1,NA,NA,1,5,"11",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","14-18"
"780",120,1,9,1,NA,1,NA,NA,1,5,"07",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"781",172,2,52,5,1,2,NA,50,1,5,"16",16000,1,40,1,2,16000,"Well","Not a citizen of the US","Private",NA,"Female","31-64"
"782",52,2,39,4,3,NA,2,10,2,1,"15",10000,1,33,1,2,10000,NA,"US Citizen by Naturalization","Government","No","Female","31-64"
"783",68,1,60,4,1,3,NA,30,1,1,"01",34000,1,40,1,2,34000,"Not Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"784",55,1,18,1,1,1,NA,5,1,5,"18",28000,1,38,1,1,28000,"Very Well","Born in US","Private",NA,"Male","14-18"
"785",44,2,15,1,NA,1,2,NA,1,5,"13",0,NA,NA,NA,1,0,"Very Well","Born in US",NA,"No","Female","14-18"
"786",51,1,67,1,NA,4,NA,NA,1,1,"15",0,6,NA,2,1,2400,"Not at all","Born in US",NA,NA,"Male","65-75"
"787",44,2,65,1,NA,4,NA,NA,1,1,"15",0,6,NA,2,1,2360,"Not at all","Born in US",NA,NA,"Female","65-75"
"788",86,2,66,1,3,NA,NA,NA,2,3,"19",0,6,NA,NA,1,38800,NA,"Born in US","Government",NA,"Female","65-75"
"789",124,2,42,1,1,NA,2,15,2,5,"19",45000,1,55,1,1,45000,NA,"Born in US","Private","No","Female","31-64"
"790",189,1,26,1,3,NA,NA,20,2,5,"16",48000,1,37,1,1,48000,NA,"Born in US","Government",NA,"Male","19-30"
"791",73,1,48,4,1,NA,NA,50,2,1,"24",280000,1,40,1,2,281000,NA,"US Citizen by Naturalization","Private",NA,"Male","31-64"
"792",70,2,48,4,NA,3,2,NA,1,1,"22",0,6,NA,2,2,300,"Not Well","US Citizen by Naturalization",NA,"No","Female","31-64"
"793",71,2,12,1,NA,NA,NA,NA,2,5,"09",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"794",73,2,43,1,1,2,2,NA,1,2,"16",12000,2,20,1,1,36010,"Well","Born in US","Private","No","Female","31-64"
"795",71,1,23,1,NA,1,NA,NA,1,5,"19",0,6,NA,2,1,0,"Very Well","Born in US",NA,NA,"Male","19-30"
"796",71,1,21,1,NA,1,NA,NA,1,5,"19",0,6,NA,2,1,0,"Very Well","Born in US",NA,NA,"Male","19-30"
"797",64,1,15,1,NA,1,NA,NA,1,5,"11",0,NA,NA,NA,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"798",99,1,50,1,6,NA,NA,30,2,1,"21",0,1,20,NA,1,36000,NA,"Born in US","Self-Employed",NA,"Male","31-64"
"799",101,1,25,1,1,NA,NA,45,2,5,"21",36000,1,40,NA,1,36000,NA,"Born in US","Private",NA,"Male","19-30"
"800",118,2,22,1,3,NA,2,60,2,5,"19",7000,1,24,NA,1,7000,NA,"Born in US","Government","No","Female","19-30"
"801",223,1,55,4,1,2,NA,NA,1,1,"16",52000,2,40,1,2,52010,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"802",180,2,49,5,1,3,2,NA,1,1,"16",40000,2,40,1,2,40010,"Not Well","Not a citizen of the US","Private","No","Female","31-64"
"803",21,1,82,1,4,NA,NA,60,2,1,"16",40000,1,50,1,1,61200,NA,"Born in US","Government",NA,"Male","over 75"
"804",25,2,72,1,4,1,NA,60,1,1,"23",80000,1,55,1,1,155300,"Very Well","Born in US","Government",NA,"Female","65-75"
"805",31,1,18,1,NA,NA,NA,NA,2,5,"19",0,6,NA,NA,1,0,NA,"Born in US",NA,NA,"Male","14-18"
"806",11,2,16,1,NA,NA,2,NA,2,5,"13",0,6,NA,NA,1,0,NA,"Born in US",NA,"No","Female","14-18"
"807",11,2,8,1,NA,NA,NA,NA,2,5,"05",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"808",22,2,61,1,1,NA,NA,75,2,4,"20",19900,1,35,1,1,21200,NA,"Born in US","Private",NA,"Female","31-64"
"809",157,1,82,1,NA,1,NA,NA,1,1,"16",0,6,NA,2,1,22830,"Very Well","Born in US",NA,NA,"Male","over 75"
"810",120,2,77,1,NA,1,NA,NA,1,1,"16",0,6,NA,2,1,19630,"Very Well","Born in US",NA,NA,"Female","over 75"
"811",53,2,48,1,4,NA,2,5,2,1,"21",79000,1,50,1,1,79000,NA,"Born in US","Government","No","Female","31-64"
"812",51,1,50,1,2,NA,NA,90,2,1,"19",65000,1,50,1,1,65000,NA,"Born in US","Private",NA,"Male","31-64"
"813",84,1,29,1,4,1,NA,5,1,5,"21",60000,1,40,1,1,60000,"Very Well","Born in US","Government",NA,"Male","19-30"
"814",31,1,17,1,NA,NA,NA,NA,2,5,"14",0,6,NA,2,1,0,NA,"Born in US",NA,NA,"Male","14-18"
"815",31,2,15,1,NA,NA,2,NA,2,5,"12",0,NA,NA,NA,1,0,NA,"Born in US",NA,"No","Female","14-18"
"816",60,1,37,4,1,1,NA,30,1,1,"21",80000,1,40,1,2,80000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"817",60,2,37,4,5,1,2,8,1,1,"21",6000,1,12,NA,2,42000,"Very Well","US Citizen by Naturalization","Government","No","Female","31-64"
"818",49,1,7,1,NA,1,NA,NA,1,5,"03",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"819",55,1,3,1,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"820",60,2,55,4,1,1,NA,80,1,1,"16",8000,1,40,1,2,76000,"Very Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"821",73,1,51,4,1,1,NA,35,1,1,"19",38000,1,32,1,2,38000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"822",72,2,36,5,3,1,2,90,1,5,"22",1e+05,1,40,1,2,1e+05,"Very Well","Not a citizen of the US","Government","No","Female","31-64"
"823",84,2,47,4,3,1,2,NA,1,1,"21",18000,1,30,1,2,18000,"Very Well","US Citizen by Naturalization","Government","No","Female","31-64"
"824",76,1,38,5,1,NA,NA,30,2,5,"21",24000,1,40,1,2,24000,NA,"Not a citizen of the US","Private",NA,"Male","31-64"
"825",103,1,41,5,1,1,NA,90,1,1,"22",500,1,8,1,2,500,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"826",47,2,68,4,1,1,NA,20,1,2,"22",30000,1,15,NA,2,306200,"Very Well","US Citizen by Naturalization","Private",NA,"Female","65-75"
"827",62,2,71,4,NA,1,NA,NA,1,1,"21",0,6,NA,NA,2,20500,"Very Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"828",70,1,69,4,NA,1,NA,NA,1,5,"20",0,6,NA,NA,2,4000,"Very Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"829",62,2,67,4,NA,1,NA,NA,1,2,"21",0,6,NA,NA,2,19230,"Very Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"830",90,1,33,5,1,1,NA,35,1,5,"21",80000,1,40,NA,2,80000,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"831",88,1,31,4,1,1,NA,15,1,5,"21",60000,1,50,NA,2,60000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"832",103,2,45,3,NA,2,2,NA,1,4,"16",0,6,NA,2,1,13000,"Well","Born Abroad by American Parent",NA,"No","Female","31-64"
"833",105,2,13,1,NA,1,NA,NA,1,5,"10",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"834",115,1,8,1,NA,1,NA,NA,1,5,"04",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"835",127,2,73,5,NA,4,NA,NA,1,1,"09",0,6,NA,2,2,8500,"Not at all","Not a citizen of the US",NA,NA,"Female","65-75"
"836",63,1,71,1,NA,NA,NA,NA,2,3,"16",0,6,NA,2,1,16200,NA,"Born in US",NA,NA,"Male","65-75"
"837",75,2,39,1,1,1,2,60,1,1,"22",80000,1,40,1,1,80000,"Very Well","Born in US","Private","No","Female","31-64"
"838",78,1,36,1,1,NA,NA,15,2,1,"17",51000,1,45,1,1,51000,NA,"Born in US","Private",NA,"Male","31-64"
"839",58,1,8,1,NA,NA,NA,NA,2,5,"04",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"840",76,2,6,1,NA,NA,NA,NA,2,5,"03",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"841",72,2,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"842",122,2,34,1,1,NA,2,50,2,1,"21",114000,1,40,1,1,114000,NA,"Born in US","Private","No","Female","31-64"
"843",146,1,34,1,1,NA,NA,30,2,1,"21",52000,1,40,1,1,52000,NA,"Born in US","Private",NA,"Male","31-64"
"844",130,2,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"845",32,1,66,4,1,2,NA,40,1,1,"20",80000,1,40,1,2,80000,"Well","US Citizen by Naturalization","Private",NA,"Male","65-75"
"846",23,2,65,4,1,2,NA,NA,1,1,"20",27900,6,40,2,2,57900,"Well","US Citizen by Naturalization","Private",NA,"Female","65-75"
"847",30,2,24,1,1,1,2,30,1,1,"16",26000,1,30,1,1,26000,"Very Well","Born in US","Private","No","Female","19-30"
"848",116,1,40,4,1,1,NA,15,1,1,"22",120000,1,40,1,2,210000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"849",103,2,32,5,1,3,2,NA,1,1,"21",500,6,3,2,2,500,"Not Well","Not a citizen of the US","Private","No","Female","31-64"
"850",87,1,6,1,NA,1,NA,NA,1,5,"03",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"851",98,1,3,1,NA,NA,NA,NA,NA,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"852",94,1,59,1,1,NA,NA,60,2,5,"20",70000,1,40,1,1,70000,NA,"Born in US","Private",NA,"Male","31-64"
